Date,Close,QuarterlyClose,YearlyClose
2017-10-02 23:59:59,0.0259317997843027,0.12764738907443948,0.12764738907443948
2017-10-03 23:59:59,0.0208158008754253,0.12764738907443948,0.12764738907443948
2017-10-04 23:59:59,0.0219314992427825,0.12764738907443948,0.12764738907443948
2017-10-05 23:59:59,0.0214887000620365,0.12764738907443948,0.12764738907443948
2017-10-06 23:59:59,0.0185391008853912,0.12764738907443948,0.12764738907443948
2017-10-07 23:59:59,0.0209408998489379,0.12764738907443948,0.12764738907443948
2017-10-08 23:59:59,0.0204771999269723,0.12764738907443948,0.12764738907443948
2017-10-09 23:59:59,0.02211369946599,0.12764738907443948,0.12764738907443948
2017-10-10 23:59:59,0.0215313006192445,0.12764738907443948,0.12764738907443948
2017-10-11 23:59:59,0.0225195009261369,0.12764738907443948,0.12764738907443948
2017-10-12 23:59:59,0.0262521002441644,0.12764738907443948,0.12764738907443948
2017-10-13 23:59:59,0.0336409993469715,0.12764738907443948,0.12764738907443948
2017-10-14 23:59:59,0.0324648991227149,0.12764738907443948,0.12764738907443948
2017-10-15 23:59:59,0.0300485994666814,0.12764738907443948,0.12764738907443948
2017-10-16 23:59:59,0.02894820086658,0.12764738907443948,0.12764738907443948
2017-10-17 23:59:59,0.0272174999117851,0.12764738907443948,0.12764738907443948
2017-10-18 23:59:59,0.026690699160099,0.12764738907443948,0.12764738907443948
2017-10-19 23:59:59,0.0270319003611803,0.12764738907443948,0.12764738907443948
2017-10-20 23:59:59,0.030629800632596,0.12764738907443948,0.12764738907443948
2017-10-21 23:59:59,0.0284362006932497,0.12764738907443948,0.12764738907443948
2017-10-22 23:59:59,0.0277287997305393,0.12764738907443948,0.12764738907443948
2017-10-23 23:59:59,0.0254535991698503,0.12764738907443948,0.12764738907443948
2017-10-24 23:59:59,0.0271927006542682,0.12764738907443948,0.12764738907443948
2017-10-25 23:59:59,0.0275274999439716,0.12764738907443948,0.12764738907443948
2017-10-26 23:59:59,0.027131799608469,0.12764738907443948,0.12764738907443948
2017-10-27 23:59:59,0.0263817999511957,0.12764738907443948,0.12764738907443948
2017-10-28 23:59:59,0.025866100564599,0.12764738907443948,0.12764738907443948
2017-10-29 23:59:59,0.0286068990826606,0.12764738907443948,0.12764738907443948
2017-10-30 23:59:59,0.0285829007625579,0.12764738907443948,0.12764738907443948
2017-10-31 23:59:59,0.0304374992847442,0.12764738907443948,0.12764738907443948
2017-11-01 23:59:59,0.0229861997067928,0.12764738907443948,0.12764738907443948
2017-11-02 23:59:59,0.0213059000670909,0.12764738907443948,0.12764738907443948
2017-11-03 23:59:59,0.0226281005889177,0.12764738907443948,0.12764738907443948
2017-11-04 23:59:59,0.0220221001654863,0.12764738907443948,0.12764738907443948
2017-11-05 23:59:59,0.0206349994987249,0.12764738907443948,0.12764738907443948
2017-11-06 23:59:59,0.0218809992074966,0.12764738907443948,0.12764738907443948
2017-11-07 23:59:59,0.0221947003155946,0.12764738907443948,0.12764738907443948
2017-11-08 23:59:59,0.0251860003918409,0.12764738907443948,0.12764738907443948
2017-11-09 23:59:59,0.0320529006421566,0.12764738907443948,0.12764738907443948
2017-11-10 23:59:59,0.0271192006766796,0.12764738907443948,0.12764738907443948
2017-11-11 23:59:59,0.027437100186944,0.12764738907443948,0.12764738907443948
2017-11-12 23:59:59,0.0239770002663135,0.12764738907443948,0.12764738907443948
2017-11-13 23:59:59,0.0258076004683971,0.12764738907443948,0.12764738907443948
2017-11-14 23:59:59,0.0262301005423069,0.12764738907443948,0.12764738907443948
2017-11-15 23:59:59,0.0264446008950471,0.12764738907443948,0.12764738907443948
2017-11-16 23:59:59,0.0275800004601478,0.12764738907443948,0.12764738907443948
2017-11-17 23:59:59,0.025772500783205,0.12764738907443948,0.12764738907443948
2017-11-18 23:59:59,0.0263691004365682,0.12764738907443948,0.12764738907443948
2017-11-19 23:59:59,0.0280844997614622,0.12764738907443948,0.12764738907443948
2017-11-20 23:59:59,0.0295813009142875,0.12764738907443948,0.12764738907443948
2017-11-21 23:59:59,0.0283304993063211,0.12764738907443948,0.12764738907443948
2017-11-22 23:59:59,0.0285491999238729,0.12764738907443948,0.12764738907443948
2017-11-23 23:59:59,0.0274439007043838,0.12764738907443948,0.12764738907443948
2017-11-24 23:59:59,0.0283818002790212,0.12764738907443948,0.12764738907443948
2017-11-25 23:59:59,0.0304473005235195,0.12764738907443948,0.12764738907443948
2017-11-26 23:59:59,0.0363320000469684,0.12764738907443948,0.12764738907443948
2017-11-27 23:59:59,0.0505929999053478,0.12764738907443948,0.12764738907443948
2017-11-28 23:59:59,0.1197440028190612,0.12764738907443948,0.12764738907443948
2017-11-29 23:59:59,0.089717797935009,0.12764738907443948,0.12764738907443948
